Contrast,Correlation,Homogeneity,Energy,Dissimilarity,Entropy,Mean,Variance,Standard Deviation,Type
1.04116201,0.874727277,0.981095444,0.80861679,0.149328457,0.407754979,1.6552944,4.155581455,2.038524333,1
1.68921659,0.829642538,0.969515189,0.763330747,0.24194865,0.495219968,1.800013167,4.957859118,2.226625051,1
2.406037794,0.880774736,0.956358504,0.539830679,0.345076049,0.806033931,3.03203257,10.09027826,3.176519835,1
1.164233611,0.911190313,0.978956583,0.708600906,0.166814172,0.547956808,2.113870748,6.554654399,2.560205929,1
0.684797841,0.899707437,0.987570538,0.846391133,0.098227006,0.33576778,1.527693945,3.414001114,1.847701576,1
1.301811285,0.856062049,0.976441441,0.788628473,0.186590801,0.446461429,1.720483642,4.522126651,2.12652925,1
0.809341683,0.797490843,0.985340326,0.901598362,0.116028524,0.248759324,1.298393085,1.998284169,1.413606794,1
1.076846307,0.912843868,0.980398056,0.725390665,0.154563214,0.524377106,2.036310358,6.177685253,2.485494971,1
1.795263217,0.887261635,0.967475206,0.638424965,0.257380177,0.664121908,2.430042653,7.962077571,2.82171536,1
0.092672414,0.966588305,0.99830197,0.941435737,0.01333877,0.144443924,1.204120068,1.386825989,1.177635762,1
0.816532596,0.899922694,0.985070604,0.8161668,0.117311882,0.388325315,1.641999749,4.079509274,2.019779511,1
0.498342785,0.935821894,0.990949371,0.83107352,0.071499685,0.349109221,1.607522842,3.882498385,1.97040564,1
0.530689842,0.911307328,0.990407606,0.866793321,0.076045627,0.295896379,1.457394079,2.991734437,1.729663099,1
0.823328279,0.797277378,0.98504684,0.900016518,0.118128029,0.252764405,1.303511432,2.030676874,1.425018201,1
0.903289151,0.818065275,0.983594426,0.879683969,0.129602356,0.290938139,1.375006818,2.482453942,1.57558051,1
1.484438587,0.914439255,0.972985541,0.615324623,0.213083817,0.67945809,2.610121244,8.674752595,2.945293295,1
1.536692112,0.927374642,0.972147401,0.536896286,0.220356234,0.76867408,3.208676845,10.57958375,3.252627207,1
0.995147461,0.902998397,0.981960431,0.770119044,0.14270599,0.460134737,1.831936759,5.129541308,2.26484907,1
0.697363419,0.811594502,0.987347615,0.909805786,0.100024368,0.230571257,1.275422779,1.850698168,1.360403678,1
0.855900921,0.915723229,0.984452,0.774889825,0.122786331,0.447212662,1.822261934,5.077917156,2.25342343,1
0.88209845,0.870541545,0.983918838,0.842376096,0.126656447,0.351504395,1.526639414,3.406878487,1.845773141,1
0.949107473,0.820623094,0.982715964,0.871943857,0.136260636,0.306167021,1.401278672,2.64556764,1.626520101,1
0.63793818,0.905536022,0.988387255,0.848829754,0.091563617,0.330195939,1.521430706,3.376621388,1.83755854,1
1.10459968,0.847294842,0.980070761,0.829805982,0.158221621,0.377135876,1.562015742,3.616772668,1.901781446,1
0.521019426,0.883645005,0.990543541,0.897739384,0.074730201,0.245284098,1.336136477,2.238921616,1.496302649,1
0.852931576,0.96513706,0.984537373,0.483093211,0.122310107,0.785133417,4.374538606,12.23263985,3.4975191,1
1.191723311,0.793139064,0.978209431,0.856968905,0.171171531,0.339272039,1.439564174,2.880493852,1.697201771,1
0.243059924,0.931916037,0.995574957,0.922012617,0.034891105,0.189334658,1.265125997,1.785001282,1.336039401,1
0.340858273,0.906249174,0.993792884,0.918602804,0.048933609,0.200658716,1.270252838,1.817894776,1.348293283,1
0.988134613,0.752026592,0.982098025,0.898123339,0.141686042,0.260277632,1.297540688,1.992420516,1.411531266,1
0.527879902,0.882780954,0.990342973,0.8967231,0.075857843,0.248254097,1.338235294,2.251681445,1.500560377,1
0.83465514,0.896241408,0.984828141,0.818385715,0.119751926,0.384842944,1.631883105,4.022101303,2.005517714,1
0.575853271,0.838497631,0.989563416,0.915176069,0.082587418,0.216447655,1.2648695,1.782801317,1.335215832,1
0.227065473,0.960710592,0.995886732,0.877311438,0.032552591,0.262410915,1.440597095,2.88965253,1.6998978,1
0.465261707,0.964454978,0.991623432,0.723280054,0.066607012,0.489927216,2.111522519,6.544681635,2.558257539,1
0.481729162,0.949002673,0.991287872,0.797308683,0.069023167,0.395074949,1.756607754,4.723082482,2.173265396,1
0.865394414,0.920438102,0.984332789,0.760082556,0.124039802,0.466793571,1.890390809,5.438497771,2.332058698,1
0.605909973,0.87225937,0.989026817,0.890487945,0.086876842,0.261008925,1.357197614,2.371643269,1.540014048,1
0.967636684,0.903022881,0.982440279,0.776255102,0.138800705,0.450647157,1.805742945,4.988994796,2.233605784,1
0.682966091,0.851169743,0.987654203,0.892068757,0.097866533,0.260869445,1.344924121,2.29444638,1.514743008,1
0.400663575,0.919546286,0.992751068,0.889963483,0.057443236,0.252274714,1.376019348,2.490025344,1.577981414,1
1.142759612,0.813976761,0.979224514,0.850673733,0.163996152,0.347480708,1.470834669,3.071550674,1.752583999,1
0.39449139,0.876866957,0.992845541,0.92623703,0.056560906,0.188597398,1.23696588,1.601890858,1.265658271,1
0.290675228,0.947517364,0.994746984,0.880876875,0.04165093,0.260667941,1.420989131,2.769251428,1.664106796,1
0.989641434,0.795356297,0.982164556,0.881032221,0.141752988,0.289850768,1.364601594,2.417962092,1.554979772,1
0.855848059,0.82703434,0.984527673,0.881275144,0.122634932,0.285602436,1.373554514,2.474040389,1.572908258,1
0.493831169,0.938231102,0.991084836,0.826524705,0.070738636,0.354401082,1.627384334,3.997409595,1.999352294,1
0.882577457,0.933155235,0.983929263,0.712059538,0.126696047,0.531266225,2.12383547,6.601694691,2.569376323,1
0.657726051,0.889372181,0.988052336,0.864884799,0.094349098,0.305681209,1.454356581,2.972697348,1.724151196,1
0.568502919,0.937489952,0.989701322,0.802558333,0.081539421,0.393495531,1.724829523,4.547292306,2.132438113,1
0.955388307,0.70696291,0.982686772,0.913459677,0.136998255,0.230255968,1.241464878,1.630149119,1.276772932,0
0.212142857,0.202037338,0.996116071,0.989876753,0.03047619,0.037602022,1.019126984,0.132927809,0.364592662,0
1.61364,0.827258308,0.970822857,0.776456236,0.23124,0.474856771,1.7474,4.67067324,2.161174042,0
1.134444444,0.692949315,0.979506094,0.901265981,0.162539683,0.256890205,1.274940476,1.847324401,1.359163125,0
0.623680824,0.841509837,0.98867182,0.906547136,0.089469301,0.23403367,1.293580135,1.967569505,1.40270079,0
0.547752795,0.842087675,0.990062827,0.917664035,0.078557549,0.210804713,1.257382593,1.734357325,1.316950009,0
0.610488652,0.891299655,0.988950505,0.87262827,0.087508678,0.290614503,1.427405429,2.808126557,1.675746567,0
0.453575548,0.82234988,0.991811614,0.93847551,0.064967616,0.16692899,1.187477819,1.27659792,1.129866328,0
0.3075,0.618749126,0.994375,0.976965714,0.044166667,0.077090062,1.058214286,0.403277764,0.635041545,0
0.240912698,0.574913574,0.995536423,0.982914477,0.034722222,0.060228721,1.040873016,0.283369079,0.532324224,0
0.613319202,0.860242475,0.98886104,0.897509241,0.087980417,0.249576522,1.329116511,2.194226042,1.481292018,0
1.151431045,0.921973161,0.979078661,0.675043314,0.165201817,0.590838089,2.293400863,7.37842941,2.716326455,0
0.751274869,0.928535188,0.986368082,0.769826855,0.107755923,0.448447803,1.855716646,5.256257246,2.292652884,0
0.477201532,0.64839906,0.991307928,0.96207293,0.068499826,0.117182001,1.098494605,0.678612422,0.823779353,0
0.389132653,0.863502789,0.992878667,0.933383328,0.055918367,0.175763865,1.210102041,1.425423459,1.193910993,0
1.573316062,0.81522925,0.971440137,0.793908217,0.225647668,0.449175909,1.673445596,4.257481392,2.063366519,0
0.389132653,0.863502789,0.992878667,0.933383328,0.055918367,0.175763865,1.210102041,1.425423459,1.193910993,0
0.555116026,0.975121829,0.989910617,0.533035431,0.07964478,0.713084227,3.454958195,11.15668891,3.340163006,0
0.686554622,0.966567956,0.987491105,0.566540158,0.098587889,0.687646174,3.092766179,10.26791267,3.204358387,0
0.366900091,0.879158335,0.993360885,0.930411624,0.05258792,0.179592636,1.22413527,1.518102598,1.232113062,0
0.715414371,0.763255346,0.987077981,0.923439162,0.102492279,0.204394297,1.223104626,1.51094092,1.229203368,0
0.696569658,0.798714204,0.987336295,0.914627846,0.099936544,0.221708772,1.25682149,1.730300079,1.315408712,0
0.558107144,0.814130939,0.989887882,0.926992403,0.080018421,0.193375372,1.221640018,1.501344929,1.225293813,0
0.501553785,0.7467514,0.990862265,0.948820185,0.071992032,0.147707249,1.144621514,0.990239996,0.995108032,0
1.800416522,0.890304003,0.967466963,0.628710437,0.257896564,0.674404048,2.489731575,8.206391146,2.864679938,0
1.907633405,0.736900454,0.965339025,0.812824687,0.273749701,0.430316326,1.563950706,3.625307292,1.904023974,0
1.866179903,0.912502853,0.966101459,0.526727742,0.26775989,0.797287735,3.242344445,10.66423284,3.265613701,0
1.15187251,0.862928169,0.979171528,0.804784709,0.165099602,0.41716532,1.663386454,4.201711241,2.049807611,0
0.344116942,0.475530277,0.993750214,0.979334397,0.049364965,0.070539024,1.047288122,0.328061781,0.572766777,0
1.58629776,0.714706887,0.971031603,0.85321385,0.227811714,0.356303633,1.423364076,2.780119269,1.667368966,0
0.695461434,0.765787774,0.987437898,0.924961389,0.09962511,0.200856064,1.219091489,1.484682177,1.218475349,0
0.573333333,0.822800002,0.989509991,0.921442442,0.082380952,0.205369968,1.239543651,1.617757728,1.271911054,0
1.108740386,0.946047333,0.979820055,0.557640259,0.159144941,0.723875389,3.095634802,10.27512129,3.205483004,0
0.929360721,0.577385903,0.983104656,0.935549276,0.133346892,0.184189705,1.161073826,1.099538241,1.04858869,0
0.731904762,0.646407171,0.986584821,0.941748036,0.105238095,0.168748922,1.151468254,1.034954193,1.017326985,0
1.004445153,0.874084596,0.981669438,0.815905128,0.144278111,0.396998509,1.626208464,3.988571394,1.997140805,0
1.352103175,0.808389385,0.975548115,0.828236471,0.193769841,0.388507569,1.547103175,3.528257481,1.878365641,0
0.487888446,0.744968894,0.991106289,0.95046904,0.070039841,0.14383462,1.139601594,0.956527331,0.978022153,0
0.639484127,0.697795315,0.988438209,0.943459345,0.091626984,0.161577779,1.154702381,1.058031459,1.028606562,0
1.608849206,0.864107911,0.970853647,0.725396925,0.230714286,0.546524083,1.984583333,5.919583755,2.433019473,0
1.593015873,0.861378581,0.9711417,0.732872058,0.228452381,0.536041925,1.950297619,5.74592253,2.3970654,0
0.459667144,0.506026558,0.991640218,0.971213088,0.065973881,0.093690486,1.067267877,0.46527516,0.682110812,0
1.559338288,0.817422759,0.971806821,0.793811556,0.223447614,0.447419634,1.675597379,4.270352326,2.066483082,0
0.631735911,0.853994207,0.988574661,0.89853761,0.090538873,0.247915646,1.324218429,2.163393311,1.470847821,0
1.035098354,0.929555848,0.981094584,0.678305287,0.148665835,0.581811301,2.286343377,7.34694311,2.710524508,0
1.217025937,0.915092727,0.977954025,0.682535539,0.174500921,0.584127507,2.245900334,7.166794439,2.677086932,0
0.676111111,0.788872334,0.987679989,0.920170913,0.097063492,0.210810528,1.237003968,1.60119023,1.265381456,0
0.370787594,0.853885031,0.99324452,0.940330281,0.053241477,0.161249244,1.186357786,1.268821385,1.12641972,0
0.60452381,0.641502522,0.988914753,0.952376266,0.086904762,0.142575628,1.122876984,0.843135374,0.918224032,0
0.605277844,0.687270965,0.989048388,0.947876923,0.086741609,0.15139993,1.141234155,0.967735286,0.983735374,0
0.699494352,0.922508351,0.987181664,0.800874272,0.100591716,0.40496357,1.718934911,4.513353142,2.124465378,0
2.10444912,0.894384258,0.961973914,0.551199305,0.301503818,0.777943242,2.988643447,9.962762567,3.156384414,0
0.51350768,0.745197452,0.990628299,0.947808585,0.073756746,0.150532114,1.147247821,1.007658054,1.003821724,0
1.47369681,0.857137796,0.973137873,0.758794663,0.211622479,0.497916789,1.837592515,5.157756113,2.271069376,0
1.61364,0.827258308,0.970822857,0.776456236,0.23124,0.474856771,1.7474,4.67067324,2.161174042,0
1.077401975,0.75735869,0.980540471,0.887051708,0.154325052,0.281404344,1.333233563,2.220153637,1.490017999,0
1.010243238,0.935836818,0.981630501,0.657659879,0.144964087,0.604316036,2.408279519,7.872452746,2.805789149,0
0.700107531,0.691745781,0.987341264,0.938980931,0.100322593,0.172299738,1.16633478,1.135600892,1.065645763,0
1.944253461,0.888316196,0.964774326,0.605368832,0.278732695,0.710026348,2.61790393,8.704276681,2.950301117,0
1.575457677,0.898827192,0.971323079,0.649608986,0.226136594,0.642887577,2.38806323,7.785973841,2.790335794,0
0.44293842,0.680194958,0.992009705,0.96259337,0.063420348,0.114386875,1.10044344,0.69251319,0.832173774,0
1.143671972,0.829162637,0.979423437,0.840004398,0.163655219,0.361147183,1.516413386,3.347253635,1.829550118,0
0.459667144,0.506026558,0.991640218,0.971213088,0.065973881,0.093690486,1.067267877,0.46527516,0.682110812,0
1.064317028,0.852053745,0.980671415,0.830992004,0.152688048,0.375422357,1.558779419,3.596971837,1.896568437,0
1.451952042,0.884338386,0.973733503,0.714269229,0.208071498,0.553914658,2.056436651,6.276723935,2.505339086,0
1.706212846,0.793772493,0.969141604,0.796242591,0.244490358,0.448112692,1.65207699,4.136724699,2.033893974,0
0.60452381,0.641502522,0.988914753,0.952376266,0.086904762,0.142575628,1.122876984,0.843135374,0.918224032,0
0.330281086,0.717843644,0.99403052,0.969141232,0.047319808,0.096661839,1.08470485,0.585280252,0.765036112,0
1.341668507,0.912056844,0.975635539,0.661050545,0.192474781,0.617243081,2.350784184,7.628043896,2.761891362,0
0.342116334,0.841702724,0.993796236,0.948662663,0.049076041,0.142926306,1.158042704,1.080613458,1.039525593,0
1.877351527,0.913099126,0.966004563,0.521222436,0.269116444,0.80206794,3.297883376,10.80168383,3.286591522,0
0.636314709,0.429037006,0.988499483,0.963924111,0.091175474,0.112747548,1.08067056,0.557229379,0.746477983,0
1.868405786,0.849684184,0.966135124,0.708203382,0.267909657,0.579053321,2.044071459,6.214934094,2.492976954,0
0.481825397,0.872252531,0.991330074,0.913081811,0.068968254,0.215546953,1.280734127,1.885851048,1.37326292,0
2.117743418,0.899192466,0.961564585,0.52845811,0.30376763,0.80656806,3.180230932,10.50389461,3.240971245,0
0.686669062,0.788412533,0.987608653,0.919520627,0.09833513,0.210908098,1.240168483,1.622660059,1.273836747,0
1.620856298,0.928106977,0.970401418,0.506365333,0.232886013,0.809246313,3.513779056,11.27269535,3.357483485,0
0.739047619,0.724307854,0.986597577,0.929769966,0.105952381,0.192741348,1.197222222,1.340349427,1.15773461,0
1.00684262,0.93115488,0.981682532,0.680561143,0.144512158,0.576863513,2.278456821,7.312374662,2.704140282,0
0.800669269,0.864155851,0.985486615,0.862943472,0.114802008,0.314387913,1.45016174,2.947014196,1.716686982,0
1.043690476,0.718052513,0.980949192,0.902186045,0.149880952,0.25506124,1.275654762,1.85085969,1.360463043,0
0.51350768,0.745197452,0.990628299,0.947808585,0.073756746,0.150532114,1.147247821,1.007658054,1.003821724,0
0.341552005,0.809901499,0.993826377,0.956139714,0.048942654,0.126729431,1.130857471,0.898355334,0.947816087,0
1.01722766,0.695502185,0.981530425,0.910431634,0.145897987,0.2375993,1.247672476,1.67033655,1.292415007,0
0.613319202,0.860242475,0.98886104,0.897509241,0.087980417,0.249576522,1.329116511,2.194226042,1.481292018,0
0.317367832,0.823051045,0.994256446,0.956750627,0.045493449,0.124791251,1.13062633,0.896777919,0.946983589,0
0.422290661,0.70956229,0.992338278,0.961418429,0.060576667,0.117513488,1.105572665,0.726990067,0.852637125,0
1.148280605,0.739008549,0.97920237,0.886336781,0.164602761,0.285412551,1.330112413,2.199843326,1.483186882,0
0.969996591,0.860806717,0.982438447,0.837623017,0.139038527,0.360746947,1.539592567,3.484351283,1.866641713,0
0.891992425,0.957539609,0.983817616,0.552829076,0.127932955,0.714914287,3.179237687,10.50381778,3.240959392,0
0.484166333,0.665770591,0.991108914,0.959819893,0.069612155,0.123144764,1.105277889,0.724302412,0.851059582,0
